Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Anfernee Simons,Shared Games with Cam Reddish,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Nassir Little,Shared Games with Ryan Arcidiacono,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Cam Reddish,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Nassir Little,Ryan Arcidiacono,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Cam Reddish,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Nassir Little,co_inf with Ryan Arcidiacono,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
65.0,60.0,2023-03-10,26-006,POR,PHI,1,19.383333333333333,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,6.0,+14,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,6.0,82.0,2.5625,5.999999999999999,84.29999999999998,2.6343749999999995,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,W (+3),W (+3)
66.0,61.0,2023-03-12,26-008,POR,NOP,1,24.3,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,10.0,7.6,-17,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,5.0,48.0,1.5,7.6,56.2,1.75625,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,W (+6),W (+6)
67.0,62.0,2023-03-14,26-010,POR,NYK,1,38.15,6.0,11.0,.545,2.0,5.0,.400,1,2.0,.500,1.0,7.0,8.0,3.0,3.0,1.0,1.0,4.0,15.0,15.3,+1,6.0,4.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,16.0,83.0,2.59375,14.899999999999997,83.0,2.59375,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-22),L (-22)
68.0,63.0,2023-03-17,26-013,POR,BOS,1,21.4,4.0,9.0,.444,2.0,6.0,.333,2,2.0,1.000,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,12.0,9.6,-11,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,69.0,2.15625,8.8,56.900000000000006,1.7781250000000002,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-1),L (-1)
69.0,64.0,2023-03-19,26-015,POR,LAC,1,22.633333333333333,3.0,7.0,.429,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,3.5,-20,4.0,3.0,0.75,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,65.0,2.03125,3.5000000000000013,76.9,2.403125,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-17),L (-17)
70.0,65.0,2023-03-22,26-018,POR,UTA,1,27.55,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,1.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,6.0,6.4,-2,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,7.0,47.0,1.46875,5.999999999999999,55.5,1.734375,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-16),L (-16)
71.0,66.0,2023-03-24,26-020,POR,CHI,1,14.083333333333334,2.0,3.0,.667,1.0,2.0,.500,0,2.0,.000,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,2.6,-8,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,77.0,2.40625,2.6000000000000005,83.39999999999999,2.60625,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-14),L (-14)
72.0,67.0,2023-03-26,26-022,POR,OKC,1,32.85,3.0,8.0,.375,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,1.0,3.0,8.0,5.3,+7,4.0,1.0,0.25,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,6.0,75.0,2.34375,5.299999999999998,81.80000000000001,2.5562500000000004,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-15),L (-15)
73.0,68.0,2023-03-27,26-023,POR,NOP,1,14.133333333333333,1.0,4.0,.250,0.0,2.0,.000,1,2.0,.500,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.2,-9,2.0,1.0,0.5,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,-1.0,63.0,1.96875,0.7999999999999996,69.19999999999999,2.1625,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,W (+12),W (+12)
74.0,69.0,2023-03-29,26-025,POR,SAC,1,37.13333333333333,2.0,6.0,.333,2.0,4.0,.500,2,2.0,1.000,1.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,8.0,10.3,-32,2.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,10.0,50.0,1.5625,9.499999999999998,58.8,1.8375,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-28),L (-28)
75.0,70.0,2023-03-31,26-027,POR,SAC,1,23.766666666666666,2.0,4.0,.500,2.0,3.0,.667,2,2.0,1.000,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,6.9,,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,6.0,31.0,0.96875,6.099999999999998,42.8,1.3375,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-6),L (-6)
76.0,71.0,2023-04-02,26-029,POR,MIN,1,30.183333333333334,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,0.0,3.0,0.0,0.0,5.0,2.0,0.8,-5,4.0,1.0,0.25,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,43.0,1.34375,0.8000000000000007,42.3,1.321875,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-34),L (-34)
77.0,,2023-04-04,26-031,POR,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,61.0,1.90625,0.0,57.89999999999999,1.809375,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-40),L (-40)
78.0,,2023-04-06,26-033,POR,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,69.0,2.15625,0.0,54.79999999999999,1.7124999999999997,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-24),L (-24)
79.0,,2023-04-08,26-035,POR,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,53.0,1.65625,0.0,57.3,1.790625,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,W (+2),W (+2)
80.0,,2023-04-09,26-036,POR,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,39.0,1.21875,0.0,42.9,1.340625,10.5,2.1,-0.5,-2.7,2.2,0.0175287665340359,0.552,0.585,0.111,0.4,0.6,L (-10),L (-10)
